event_id,user_id,content_id,event_type,event_date,device,watch_duration,completed,age_group,gender,city,state,subscription_plan,content_title,content_type,genre,language,content_duration
E10955,U1274,C118,complete,2026-02-16,Mobile,44,1,18-25,Male,Bengaluru,Karnataka,Free,Kerala Waterfront Mystery,Series,Drama,Malayalam,48
E10956,U1717,C138,complete,2026-02-22,Mobile,55,1,36-45,Male,Delhi,Delhi,Free,Bigg Boss Tamil Season 8,Show,Reality,Tamil,60
E10957,U1360,C115,complete,2026-01-05,Smart TV,36,1,26-35,Male,Delhi,Delhi,VIP,Bengal Courtroom Secrets,Series,Drama,Bengali,40
E10958,U1334,C132,pause,2026-01-07,Web,6,0,36-45,Male,Bengaluru,Karnataka,VIP,Commando Force Mumbai,Series,Action,Hindi,42
E10959,U1079,C109,complete,2026-01-19,Smart TV,41,1,46+,Male,Kochi,Kerala,Free,Special Ops: Desert Falcon,Series,Drama,Hindi,45
E10960,U1694,C110,complete,2026-01-19,Smart TV,24,1,18-25,Female,Delhi,Delhi,Premium,Anupama: New Beginnings,Show,Drama,Hindi,25
E10961,U1049,C129,pause,2026-01-04,Web,59,0,26-35,Female,Mumbai,Maharashtra,Free,Tiger Underground Strike,Movie,Action,Hindi,155
E10962,U1415,C146,play,2026-01-03,Smart TV,63,0,26-35,Female,Mumbai,Maharashtra,Free,Motu Patlu Space Adventure,Movie,Kids,Hindi,75
E10963,U1253,C110,pause,2026-02-16,Mobile,3,0,26-35,Male,Bengaluru,Karnataka,Free,Anupama: New Beginnings,Show,Drama,Hindi,25
E10964,U1245,C139,complete,2026-02-21,Web,56,1,36-45,Female,Kolkata,West Bengal,Premium,Bigg Boss Telugu Live,Show,Reality,Telugu,60
E10965,U1710,C147,play,2026-01-27,Smart TV,2,0,26-35,Female,Delhi,Delhi,Premium,Little Singham Rescue Mission,Series,Kids,Hindi,20
E10966,U1453,C131,pause,2026-01-03,Mobile,88,0,18-25,Female,Mumbai,Maharashtra,Premium,Devara Storm Rising,Movie,Action,Telugu,160
E10967,U1068,C123,play,2026-02-26,Mobile,7,0,18-25,Female,Bengaluru,Karnataka,Free,Sarabhai Classic Revival,Series,Comedy,Hindi,25
E10968,U1725,C101,pause,2026-02-25,Mobile,21,0,26-35,Female,Bengaluru,Karnataka,VIP,IND vs AUS T20 Cup Highlights,Sports,Sports,Hindi,45
E10969,U1286,C136,pause,2026-01-09,Mobile,32,0,26-35,Female,Delhi,Delhi,VIP,Speed Street Heist,Movie,Action,English,120
E10970,U1328,C119,play,2026-01-24,Mobile,29,0,26-35,Male,Mumbai,Maharashtra,VIP,The Crown Dynasty Legacy,Series,Drama,English,55
E10971,U1268,C115,complete,2026-01-01,Web,36,1,18-25,Male,Mumbai,Maharashtra,VIP,Bengal Courtroom Secrets,Series,Drama,Bengali,40
E10972,U1157,C139,play,2026-01-01,Web,25,0,26-35,Female,Lucknow,Uttar Pradesh,Free,Bigg Boss Telugu Live,Show,Reality,Telugu,60
E10973,U1662,C110,complete,2026-01-19,Mobile,23,1,18-25,Female,Mumbai,Maharashtra,VIP,Anupama: New Beginnings,Show,Drama,Hindi,25
E10974,U1027,C115,complete,2026-02-08,Smart TV,37,1,26-35,Female,Mumbai,Maharashtra,VIP,Bengal Courtroom Secrets,Series,Drama,Bengali,40
E10975,U1301,C134,complete,2026-01-14,Smart TV,129,1,36-45,Female,Mumbai,Maharashtra,Premium,Night Hunter Squad,Movie,Action,English,130
E10976,U1376,C138,play,2026-01-24,Mobile,11,0,26-35,Male,Jaipur,Rajasthan,Free,Bigg Boss Tamil Season 8,Show,Reality,Tamil,60
E10977,U1592,C112,play,2026-02-02,Smart TV,15,0,26-35,Female,Kolkata,West Bengal,Free,City of Dreams: The Succession,Series,Drama,Hindi,50
E10978,U1068,C115,pause,2026-02-28,Mobile,12,0,18-25,Female,Bengaluru,Karnataka,Free,Bengal Courtroom Secrets,Series,Drama,Bengali,40
E10979,U1094,C157,pause,2026-02-22,Mobile,7,0,36-45,Female,Kolkata,West Bengal,Free,Startup Founders Blueprint,Show,News,English,40
E10980,U1595,C102,play,2026-01-02,Mobile,41,0,46+,Female,Chennai,Tamil Nadu,VIP,IPL Mega Auction Live Replay,Sports,Sports,Hindi,90
E10981,U1379,C102,complete,2026-01-06,Mobile,88,1,18-25,Female,Bengaluru,Karnataka,VIP,IPL Mega Auction Live Replay,Sports,Sports,Hindi,90
E10982,U1038,C143,complete,2026-01-29,Mobile,42,1,18-25,Male,Chennai,Tamil Nadu,VIP,Roadies Quest,Show,Reality,Hindi,45
E10983,U1028,C108,pause,2026-02-04,Mobile,6,0,46+,Female,Lucknow,Uttar Pradesh,VIP,ISL Football Clash of Titans,Sports,Sports,Bengali,60
E10984,U1579,C151,play,2026-01-17,Web,8,0,36-45,Female,Delhi,Delhi,Free,Daily Headlines 360,News,News,Hindi,30
E10985,U1611,C130,complete,2026-01-28,Smart TV,162,1,26-35,Male,Lucknow,Uttar Pradesh,Premium,Vikram: Shadow Commander,Movie,Action,Tamil,165
E10986,U1654,C140,pause,2026-02-16,Web,28,0,18-25,Male,Mumbai,Maharashtra,VIP,Dance India Dance Championship,Show,Reality,Hindi,50
E10987,U1700,C112,complete,2026-02-16,Tablet,47,1,36-45,Male,Delhi,Delhi,Premium,City of Dreams: The Succession,Series,Drama,Hindi,50
E10988,U1432,C125,play,2026-01-09,Mobile,18,0,36-45,Male,Ahmedabad,Gujarat,Free,Chennai Roast Arena,Show,Comedy,Tamil,40
E10989,U1680,C111,complete,2026-02-19,Smart TV,21,1,26-35,Male,Jaipur,Rajasthan,VIP,Yeh Rishta: Family Bonds,Show,Drama,Hindi,22
E10990,U1413,C114,play,2026-02-20,Mobile,11,0,18-25,Male,Delhi,Delhi,Free,Telugu Royal Heritage,Series,Drama,Telugu,45
E10991,U1498,C140,complete,2026-02-23,Mobile,48,1,36-45,Male,Lucknow,Uttar Pradesh,VIP,Dance India Dance Championship,Show,Reality,Hindi,50
E10992,U1191,C107,play,2026-01-31,Mobile,12,0,26-35,Female,Bengaluru,Karnataka,VIP,Champions Trophy Pre-Show,Sports,Sports,Telugu,40
E10993,U1482,C128,play,2026-02-05,Mobile,13,0,18-25,Male,Mumbai,Maharashtra,Free,College Boys Chaos,Movie,Comedy,Hindi,115
E10994,U1232,C103,play,2026-01-09,Mobile,12,0,26-35,Male,Chennai,Tamil Nadu,Premium,Premier League Weekly Showdown,Sports,Sports,English,60
E10995,U1157,C107,play,2026-01-12,Web,9,0,26-35,Female,Lucknow,Uttar Pradesh,Free,Champions Trophy Pre-Show,Sports,Sports,Telugu,40
E10996,U1522,C144,complete,2026-01-04,Smart TV,43,1,26-35,Female,Mumbai,Maharashtra,Premium,Koffee Spotlight Lounge,Show,Reality,English,45
E10997,U1711,C159,complete,2026-02-24,Tablet,24,1,18-25,Male,Bengaluru,Karnataka,VIP,Bengal Morning Bulletin,News,News,Bengali,25
E10998,U1269,C137,complete,2026-01-29,Smart TV,54,1,36-45,Male,Kochi,Kerala,VIP,Bigg Boss All-Stars Hindi,Show,Reality,Hindi,60
E10999,U1073,C103,play,2026-01-05,Mobile,29,0,26-35,Male,Lucknow,Uttar Pradesh,Premium,Premier League Weekly Showdown,Sports,Sports,English,60
E11000,U1486,C144,complete,2026-01-22,Mobile,44,1,26-35,Female,Kochi,Kerala,Free,Koffee Spotlight Lounge,Show,Reality,English,45
E11001,U1728,C146,pause,2026-01-24,Mobile,16,0,26-35,Male,Jaipur,Rajasthan,Free,Motu Patlu Space Adventure,Movie,Kids,Hindi,75
E11002,U1028,C150,complete,2026-02-21,Web,21,1,46+,Female,Lucknow,Uttar Pradesh,VIP,Super Bheem Galactic Battle,Series,Kids,Telugu,22
E11003,U1231,C137,play,2026-01-25,Smart TV,38,0,26-35,Male,Mumbai,Maharashtra,Free,Bigg Boss All-Stars Hindi,Show,Reality,Hindi,60
E11004,U1627,C102,complete,2026-01-06,Smart TV,89,1,18-25,Female,Pune,Maharashtra,Free,IPL Mega Auction Live Replay,Sports,Sports,Hindi,90
E11005,U1715,C154,pause,2026-02-16,Tablet,26,0,18-25,Female,Kochi,Kerala,VIP,Elections Ground Pulse,News,News,Hindi,35
E11006,U1315,C138,pause,2026-02-03,Web,7,0,26-35,Other,Chennai,Tamil Nadu,Free,Bigg Boss Tamil Season 8,Show,Reality,Tamil,60
E11007,U1395,C113,pause,2026-02-21,Mobile,74,0,18-25,Female,Mumbai,Maharashtra,Premium,Kaithi Revenge Chronicles,Movie,Drama,Tamil,140
E11008,U1583,C116,pause,2026-02-16,Mobile,16,0,18-25,Male,Delhi,Delhi,Free,Kolkata Love Diary,Movie,Drama,Bengali,125
E11009,U1717,C118,pause,2026-01-31,Mobile,5,0,36-45,Male,Delhi,Delhi,Free,Kerala Waterfront Mystery,Series,Drama,Malayalam,48
E11010,U1459,C120,pause,2026-02-04,Mobile,22,0,36-45,Female,Mumbai,Maharashtra,VIP,Succession Politics India,Series,Drama,Hindi,45
E11011,U1173,C148,play,2026-01-22,Smart TV,11,0,26-35,Male,Ahmedabad,Gujarat,VIP,Doraemon Magic Gadgets,Series,Kids,Hindi,20
E11012,U1232,C103,pause,2026-02-19,Mobile,21,0,26-35,Male,Chennai,Tamil Nadu,Premium,Premier League Weekly Showdown,Sports,Sports,English,60
E11013,U1137,C107,complete,2026-02-18,Mobile,37,1,26-35,Female,Delhi,Delhi,VIP,Champions Trophy Pre-Show,Sports,Sports,Telugu,40
E11014,U1425,C150,complete,2026-01-28,Smart TV,19,1,18-25,Male,Bengaluru,Karnataka,VIP,Super Bheem Galactic Battle,Series,Kids,Telugu,22
E11015,U1015,C106,pause,2026-01-28,Mobile,20,0,26-35,Female,Pune,Maharashtra,Free,WPL T20 Blockbuster Match,Sports,Sports,Hindi,60
E11016,U1270,C118,play,2026-02-27,Smart TV,9,0,18-25,Male,Delhi,Delhi,VIP,Kerala Waterfront Mystery,Series,Drama,Malayalam,48
E11017,U1252,C131,play,2026-01-29,Mobile,18,0,26-35,Male,Kolkata,West Bengal,Premium,Devara Storm Rising,Movie,Action,Telugu,160
E11018,U1683,C132,complete,2026-02-14,Smart TV,40,1,36-45,Male,Bengaluru,Karnataka,Premium,Commando Force Mumbai,Series,Action,Hindi,42
E11019,U1091,C107,pause,2026-02-27,Smart TV,32,0,26-35,Female,Delhi,Delhi,Premium,Champions Trophy Pre-Show,Sports,Sports,Telugu,40
E11020,U1005,C130,complete,2026-01-12,Smart TV,153,1,36-45,Male,Pune,Maharashtra,VIP,Vikram: Shadow Commander,Movie,Action,Tamil,165
E11021,U1386,C130,complete,2026-01-22,Web,153,1,46+,Female,Kolkata,West Bengal,Free,Vikram: Shadow Commander,Movie,Action,Tamil,165
E11022,U1029,C125,pause,2026-01-25,Mobile,21,0,18-25,Female,Jaipur,Rajasthan,Premium,Chennai Roast Arena,Show,Comedy,Tamil,40
E11023,U1236,C107,play,2026-01-14,Mobile,17,0,26-35,Male,Delhi,Delhi,VIP,Champions Trophy Pre-Show,Sports,Sports,Telugu,40
E11024,U1328,C111,complete,2026-01-11,Web,20,1,26-35,Male,Mumbai,Maharashtra,VIP,Yeh Rishta: Family Bonds,Show,Drama,Hindi,22
E11025,U1080,C111,play,2026-02-08,Mobile,4,0,18-25,Female,Bengaluru,Karnataka,VIP,Yeh Rishta: Family Bonds,Show,Drama,Hindi,22
E11026,U1570,C149,complete,2026-02-23,Smart TV,18,1,18-25,Female,Mumbai,Maharashtra,VIP,Shinchan Laugh Club,Series,Kids,Tamil,20
E11027,U1386,C107,complete,2026-02-04,Smart TV,39,1,46+,Female,Kolkata,West Bengal,Free,Champions Trophy Pre-Show,Sports,Sports,Telugu,40
E11028,U1602,C101,complete,2026-02-06,Web,41,1,26-35,Female,Mumbai,Maharashtra,Premium,IND vs AUS T20 Cup Highlights,Sports,Sports,Hindi,45
E11029,U1325,C120,play,2026-02-28,Mobile,24,0,26-35,Male,Kochi,Kerala,Free,Succession Politics India,Series,Drama,Hindi,45
E11030,U1637,C120,complete,2026-01-18,Mobile,44,1,18-25,Female,Delhi,Delhi,Premium,Succession Politics India,Series,Drama,Hindi,45
E11031,U1556,C105,complete,2026-02-16,Mobile,68,1,18-25,Male,Pune,Maharashtra,VIP,Pro Kabaddi League Finals,Sports,Sports,Tamil,70
E11032,U1049,C106,play,2026-01-05,Mobile,26,0,26-35,Female,Mumbai,Maharashtra,Free,WPL T20 Blockbuster Match,Sports,Sports,Hindi,60
E11033,U1540,C113,complete,2026-02-20,Web,139,1,18-25,Male,Kolkata,West Bengal,VIP,Kaithi Revenge Chronicles,Movie,Drama,Tamil,140
E11034,U1396,C107,play,2026-02-10,Smart TV,23,0,18-25,Male,Delhi,Delhi,VIP,Champions Trophy Pre-Show,Sports,Sports,Telugu,40
E11035,U1006,C105,pause,2026-01-10,Mobile,29,0,18-25,Male,Pune,Maharashtra,Free,Pro Kabaddi League Finals,Sports,Sports,Tamil,70
E11036,U1367,C107,complete,2026-01-06,Mobile,38,1,46+,Male,Kochi,Kerala,Free,Champions Trophy Pre-Show,Sports,Sports,Telugu,40
E11037,U1711,C144,complete,2026-02-05,Smart TV,40,1,18-25,Male,Bengaluru,Karnataka,VIP,Koffee Spotlight Lounge,Show,Reality,English,45
E11038,U1463,C137,pause,2026-01-16,Mobile,23,0,26-35,Female,Bengaluru,Karnataka,Free,Bigg Boss All-Stars Hindi,Show,Reality,Hindi,60
E11039,U1482,C123,complete,2026-01-15,Smart TV,23,1,18-25,Male,Mumbai,Maharashtra,Free,Sarabhai Classic Revival,Series,Comedy,Hindi,25
E11040,U1663,C135,pause,2026-01-19,Mobile,54,0,26-35,Female,Delhi,Delhi,VIP,Fighter Wing Alpha,Movie,Action,Hindi,145
E11041,U1064,C105,play,2026-01-21,Web,18,0,26-35,Female,Ahmedabad,Gujarat,Free,Pro Kabaddi League Finals,Sports,Sports,Tamil,70
E11042,U1176,C119,pause,2026-01-26,Mobile,22,0,26-35,Male,Mumbai,Maharashtra,VIP,The Crown Dynasty Legacy,Series,Drama,English,55
E11043,U1538,C140,pause,2026-01-16,Mobile,16,0,26-35,Female,Chennai,Tamil Nadu,Free,Dance India Dance Championship,Show,Reality,Hindi,50
E11044,U1018,C111,pause,2026-01-21,Mobile,6,0,26-35,Male,Mumbai,Maharashtra,VIP,Yeh Rishta: Family Bonds,Show,Drama,Hindi,22
E11045,U1189,C113,play,2026-01-18,Mobile,38,0,36-45,Male,Mumbai,Maharashtra,VIP,Kaithi Revenge Chronicles,Movie,Drama,Tamil,140
E11046,U1368,C108,complete,2026-01-15,Smart TV,56,1,18-25,Male,Hyderabad,Telangana,Premium,ISL Football Clash of Titans,Sports,Sports,Bengali,60
E11047,U1434,C106,pause,2026-01-22,Mobile,33,0,18-25,Male,Hyderabad,Telangana,VIP,WPL T20 Blockbuster Match,Sports,Sports,Hindi,60
E11048,U1087,C126,complete,2026-02-19,Tablet,28,1,26-35,Female,Hyderabad,Telangana,Free,Telugu Comedy Superstars,Show,Comedy,Telugu,30
E11049,U1538,C148,pause,2026-01-24,Smart TV,11,0,26-35,Female,Chennai,Tamil Nadu,Free,Doraemon Magic Gadgets,Series,Kids,Hindi,20
E11050,U1407,C158,complete,2026-01-19,Web,29,1,46+,Male,Patna,Bihar,VIP,State Express News Tamil,News,News,Tamil,30
E11051,U1603,C148,complete,2026-01-01,Mobile,19,1,46+,Male,Bengaluru,Karnataka,Free,Doraemon Magic Gadgets,Series,Kids,Hindi,20
E11052,U1022,C101,complete,2026-02-01,Web,42,1,18-25,Female,Bengaluru,Karnataka,Free,IND vs AUS T20 Cup Highlights,Sports,Sports,Hindi,45
E11053,U1026,C112,pause,2026-02-17,Mobile,21,0,36-45,Male,Mumbai,Maharashtra,VIP,City of Dreams: The Succession,Series,Drama,Hindi,50
E11054,U1083,C140,complete,2026-01-18,Smart TV,48,1,26-35,Female,Hyderabad,Telangana,Free,Dance India Dance Championship,Show,Reality,Hindi,50
E11055,U1651,C103,pause,2026-02-17,Mobile,26,0,46+,Female,Kochi,Kerala,VIP,Premier League Weekly Showdown,Sports,Sports,English,60
E11056,U1627,C131,pause,2026-02-08,Mobile,76,0,18-25,Female,Pune,Maharashtra,Free,Devara Storm Rising,Movie,Action,Telugu,160
E11057,U1649,C140,pause,2026-01-07,Mobile,11,0,36-45,Female,Bengaluru,Karnataka,Premium,Dance India Dance Championship,Show,Reality,Hindi,50
E11058,U1191,C134,complete,2026-01-27,Mobile,118,1,26-35,Female,Bengaluru,Karnataka,VIP,Night Hunter Squad,Movie,Action,English,130
E11059,U1427,C122,pause,2026-02-01,Web,5,0,18-25,Male,Mumbai,Maharashtra,Free,Taarak Laugh Fest Episodes,Show,Comedy,Hindi,22
E11060,U1554,C153,pause,2026-01-02,Smart TV,22,0,26-35,Female,Jaipur,Rajasthan,Free,India at 2030: Space Ambitions,Show,News,English,50
E11061,U1301,C109,pause,2026-02-21,Mobile,18,0,36-45,Female,Mumbai,Maharashtra,Premium,Special Ops: Desert Falcon,Series,Drama,Hindi,45
E11062,U1474,C103,complete,2026-02-07,Smart TV,59,1,18-25,Female,Ahmedabad,Gujarat,VIP,Premier League Weekly Showdown,Sports,Sports,English,60
E11063,U1178,C106,complete,2026-02-06,Smart TV,58,1,26-35,Female,Chennai,Tamil Nadu,VIP,WPL T20 Blockbuster Match,Sports,Sports,Hindi,60
E11064,U1576,C103,play,2026-01-03,Mobile,26,0,18-25,Female,Hyderabad,Telangana,VIP,Premier League Weekly Showdown,Sports,Sports,English,60
E11065,U1238,C128,complete,2026-02-18,Mobile,111,1,26-35,Male,Kolkata,West Bengal,Premium,College Boys Chaos,Movie,Comedy,Hindi,115
E11066,U1429,C123,pause,2026-01-31,Mobile,4,0,26-35,Male,Mumbai,Maharashtra,Free,Sarabhai Classic Revival,Series,Comedy,Hindi,25
E11067,U1390,C144,complete,2026-02-14,Tablet,40,1,26-35,Male,Delhi,Delhi,VIP,Koffee Spotlight Lounge,Show,Reality,English,45
E11068,U1051,C105,pause,2026-02-25,Mobile,9,0,26-35,Female,Chennai,Tamil Nadu,Free,Pro Kabaddi League Finals,Sports,Sports,Tamil,70
E11069,U1725,C102,complete,2026-02-01,Mobile,88,1,26-35,Female,Bengaluru,Karnataka,VIP,IPL Mega Auction Live Replay,Sports,Sports,Hindi,90
E11070,U1097,C144,complete,2026-01-19,Mobile,41,1,26-35,Male,Delhi,Delhi,Premium,Koffee Spotlight Lounge,Show,Reality,English,45
E11071,U1550,C145,complete,2026-02-06,Mobile,84,1,26-35,Male,Kochi,Kerala,VIP,Chhota Bheem Himalayan Tour,Movie,Kids,Hindi,85
E11072,U1495,C106,complete,2026-02-15,Mobile,57,1,18-25,Female,Jaipur,Rajasthan,Premium,WPL T20 Blockbuster Match,Sports,Sports,Hindi,60
E11073,U1282,C131,complete,2026-02-17,Mobile,149,1,26-35,Male,Lucknow,Uttar Pradesh,Free,Devara Storm Rising,Movie,Action,Telugu,160
E11074,U1550,C143,pause,2026-01-27,Mobile,22,0,26-35,Male,Kochi,Kerala,VIP,Roadies Quest,Show,Reality,Hindi,45
E11075,U1121,C122,complete,2026-01-13,Tablet,21,1,18-25,Male,Hyderabad,Telangana,Premium,Taarak Laugh Fest Episodes,Show,Comedy,Hindi,22
E11076,U1532,C126,complete,2026-01-11,Mobile,28,1,18-25,Male,Delhi,Delhi,VIP,Telugu Comedy Superstars,Show,Comedy,Telugu,30
E11077,U1042,C133,complete,2026-01-13,Web,43,1,26-35,Female,Mumbai,Maharashtra,Free,Rudra: The Edge of Darkness,Series,Action,Hindi,48
E11078,U1201,C142,pause,2026-01-26,Web,12,0,18-25,Female,Pune,Maharashtra,Premium,Master Chef Kitchen Wars,Show,Reality,Hindi,45
E11079,U1701,C128,complete,2026-01-07,Smart TV,110,1,18-25,Male,Mumbai,Maharashtra,Free,College Boys Chaos,Movie,Comedy,Hindi,115
E11080,U1556,C111,complete,2026-02-07,Mobile,21,1,18-25,Male,Pune,Maharashtra,VIP,Yeh Rishta: Family Bonds,Show,Drama,Hindi,22
E11081,U1490,C117,play,2026-02-17,Smart TV,13,0,18-25,Female,Mumbai,Maharashtra,Free,Ghar Ek Mandir Classic,Show,Drama,Marathi,24
E11082,U1660,C135,complete,2026-01-14,Mobile,141,1,18-25,Male,Mumbai,Maharashtra,Free,Fighter Wing Alpha,Movie,Action,Hindi,145
E11083,U1060,C141,complete,2026-01-21,Mobile,54,1,26-35,Other,Hyderabad,Telangana,Free,Shark Pitch India S4,Show,Reality,Hindi,55
E11084,U1051,C156,pause,2026-01-20,Mobile,13,0,26-35,Female,Chennai,Tamil Nadu,Free,Cricket Icons: The Untold Story,Show,News,Hindi,45
E11085,U1379,C105,complete,2026-01-31,Smart TV,65,1,18-25,Female,Bengaluru,Karnataka,VIP,Pro Kabaddi League Finals,Sports,Sports,Tamil,70
E11086,U1270,C143,complete,2026-01-14,Mobile,43,1,18-25,Male,Delhi,Delhi,VIP,Roadies Quest,Show,Reality,Hindi,45
E11087,U1715,C152,pause,2026-02-01,Web,14,0,18-25,Female,Kochi,Kerala,VIP,Global Tech & Economy Report,News,News,English,25
E11088,U1533,C110,pause,2026-02-25,Mobile,10,0,18-25,Female,Chennai,Tamil Nadu,Free,Anupama: New Beginnings,Show,Drama,Hindi,25
E11089,U1278,C121,pause,2026-02-28,Smart TV,9,0,26-35,Male,Jaipur,Rajasthan,VIP,The Great Indian Comedy Lab,Show,Comedy,Hindi,35
E11090,U1704,C117,pause,2026-02-03,Mobile,2,0,26-35,Female,Bengaluru,Karnataka,Premium,Ghar Ek Mandir Classic,Show,Drama,Marathi,24
E11091,U1135,C129,pause,2026-01-01,Mobile,83,0,26-35,Female,Mumbai,Maharashtra,Free,Tiger Underground Strike,Movie,Action,Hindi,155
E11092,U1461,C102,play,2026-01-17,Mobile,8,0,26-35,Male,Chennai,Tamil Nadu,Premium,IPL Mega Auction Live Replay,Sports,Sports,Hindi,90
E11093,U1201,C103,complete,2026-01-31,Smart TV,58,1,18-25,Female,Pune,Maharashtra,Premium,Premier League Weekly Showdown,Sports,Sports,English,60
E11094,U1748,C132,play,2026-02-21,Mobile,21,0,26-35,Female,Chennai,Tamil Nadu,VIP,Commando Force Mumbai,Series,Action,Hindi,42
E11095,U1067,C116,pause,2026-02-24,Smart TV,79,0,18-25,Female,Jaipur,Rajasthan,VIP,Kolkata Love Diary,Movie,Drama,Bengali,125
E11096,U1091,C119,complete,2026-01-04,Web,53,1,26-35,Female,Delhi,Delhi,Premium,The Crown Dynasty Legacy,Series,Drama,English,55
E11097,U1232,C144,play,2026-01-22,Mobile,18,0,26-35,Male,Chennai,Tamil Nadu,Premium,Koffee Spotlight Lounge,Show,Reality,English,45
E11098,U1632,C143,pause,2026-01-24,Mobile,23,0,18-25,Male,Chennai,Tamil Nadu,Free,Roadies Quest,Show,Reality,Hindi,45
E11099,U1391,C151,pause,2026-02-22,Mobile,12,0,46+,Other,Pune,Maharashtra,VIP,Daily Headlines 360,News,News,Hindi,30
E11100,U1578,C106,complete,2026-02-08,Mobile,54,1,26-35,Male,Kolkata,West Bengal,Free,WPL T20 Blockbuster Match,Sports,Sports,Hindi,60
E11101,U1137,C124,pause,2026-01-18,Mobile,32,0,26-35,Female,Delhi,Delhi,VIP,Standup Special: Bangalore Humor,Show,Comedy,English,65
E11102,U1426,C105,play,2026-01-06,Mobile,8,0,26-35,Female,Kolkata,West Bengal,Free,Pro Kabaddi League Finals,Sports,Sports,Tamil,70
E11103,U1078,C104,complete,2026-01-02,Smart TV,47,1,18-25,Male,Hyderabad,Telangana,Premium,IND vs ENG Test Day 3 Highlights,Sports,Sports,English,50
E11104,U1583,C141,play,2026-01-16,Mobile,6,0,18-25,Male,Delhi,Delhi,Free,Shark Pitch India S4,Show,Reality,Hindi,55
E11105,U1227,C135,play,2026-01-20,Web,77,0,18-25,Female,Pune,Maharashtra,VIP,Fighter Wing Alpha,Movie,Action,Hindi,145
E11106,U1033,C137,complete,2026-01-15,Mobile,55,1,26-35,Male,Chennai,Tamil Nadu,VIP,Bigg Boss All-Stars Hindi,Show,Reality,Hindi,60
E11107,U1632,C111,pause,2026-01-06,Mobile,4,0,18-25,Male,Chennai,Tamil Nadu,Free,Yeh Rishta: Family Bonds,Show,Drama,Hindi,22
E11108,U1374,C129,pause,2026-02-23,Mobile,46,0,26-35,Male,Mumbai,Maharashtra,VIP,Tiger Underground Strike,Movie,Action,Hindi,155
E11109,U1117,C153,complete,2026-02-14,Smart TV,47,1,18-25,Male,Delhi,Delhi,Premium,India at 2030: Space Ambitions,Show,News,English,50
E11110,U1331,C133,complete,2026-02-02,Smart TV,44,1,26-35,Female,Mumbai,Maharashtra,VIP,Rudra: The Edge of Darkness,Series,Action,Hindi,48
E11111,U1422,C138,pause,2026-01-17,Mobile,10,0,26-35,Male,Chennai,Tamil Nadu,VIP,Bigg Boss Tamil Season 8,Show,Reality,Tamil,60
E11112,U1020,C105,complete,2026-02-07,Smart TV,63,1,46+,Male,Chennai,Tamil Nadu,VIP,Pro Kabaddi League Finals,Sports,Sports,Tamil,70
E11113,U1238,C128,pause,2026-01-23,Smart TV,40,0,26-35,Male,Kolkata,West Bengal,Premium,College Boys Chaos,Movie,Comedy,Hindi,115
E11114,U1658,C101,complete,2026-01-07,Mobile,43,1,18-25,Female,Mumbai,Maharashtra,VIP,IND vs AUS T20 Cup Highlights,Sports,Sports,Hindi,45
E11115,U1127,C115,pause,2026-02-09,Mobile,18,0,26-35,Male,Kolkata,West Bengal,Premium,Bengal Courtroom Secrets,Series,Drama,Bengali,40
E11116,U1345,C129,complete,2026-01-17,Mobile,152,1,26-35,Male,Pune,Maharashtra,VIP,Tiger Underground Strike,Movie,Action,Hindi,155
E11117,U1553,C130,complete,2026-03-01,Mobile,149,1,18-25,Male,Hyderabad,Telangana,VIP,Vikram: Shadow Commander,Movie,Action,Tamil,165
E11118,U1664,C139,complete,2026-02-19,Web,56,1,36-45,Male,Delhi,Delhi,Premium,Bigg Boss Telugu Live,Show,Reality,Telugu,60
E11119,U1195,C129,complete,2026-01-20,Smart TV,142,1,46+,Male,Bengaluru,Karnataka,Free,Tiger Underground Strike,Movie,Action,Hindi,155
E11120,U1671,C155,complete,2026-02-18,Web,51,1,18-25,Male,Delhi,Delhi,VIP,Wildlife Wonders: Western Ghats,Show,News,English,52
E11121,U1097,C134,complete,2026-02-20,Smart TV,118,1,26-35,Male,Delhi,Delhi,Premium,Night Hunter Squad,Movie,Action,English,130
E11122,U1581,C141,complete,2026-01-10,Mobile,49,1,46+,Male,Ahmedabad,Gujarat,VIP,Shark Pitch India S4,Show,Reality,Hindi,55
E11123,U1138,C107,complete,2026-01-28,Mobile,39,1,18-25,Male,Kolkata,West Bengal,Free,Champions Trophy Pre-Show,Sports,Sports,Telugu,40
E11124,U1060,C110,pause,2026-01-23,Smart TV,9,0,26-35,Other,Hyderabad,Telangana,Free,Anupama: New Beginnings,Show,Drama,Hindi,25
E11125,U1065,C127,complete,2026-01-25,Mobile,28,1,36-45,Male,Delhi,Delhi,Free,Pune Pun Factory,Show,Comedy,Marathi,30
E11126,U1628,C137,complete,2026-02-18,Smart TV,54,1,36-45,Male,Mumbai,Maharashtra,VIP,Bigg Boss All-Stars Hindi,Show,Reality,Hindi,60
E11127,U1701,C118,complete,2026-02-25,Mobile,46,1,18-25,Male,Mumbai,Maharashtra,Free,Kerala Waterfront Mystery,Series,Drama,Malayalam,48
E11128,U1323,C117,pause,2026-01-15,Mobile,10,0,18-25,Female,Delhi,Delhi,Premium,Ghar Ek Mandir Classic,Show,Drama,Marathi,24
E11129,U1671,C107,complete,2026-01-01,Mobile,38,1,18-25,Male,Delhi,Delhi,VIP,Champions Trophy Pre-Show,Sports,Sports,Telugu,40
