user_id,age_group,gender,city,state,subscription_plan,signup_date,total_sessions,total_watch_minutes,avg_watch_minutes_per_session,completed_sessions
U1316,18-25,Male,Bengaluru,Karnataka,VIP,2025-08-31,2,119,59.5,1
U1317,36-45,Male,Kolkata,West Bengal,VIP,2025-12-15,7,445,63.57,6
U1318,26-35,Female,Mumbai,Maharashtra,Free,2025-08-26,5,111,22.2,0
U1319,36-45,Male,Pune,Maharashtra,VIP,2025-11-26,3,112,37.33,2
U1320,26-35,Male,Mumbai,Maharashtra,VIP,2025-09-26,13,559,43.0,8
U1321,18-25,Male,Pune,Maharashtra,Premium,2025-08-20,6,393,65.5,3
U1322,46+,Male,Patna,Bihar,VIP,2025-08-04,5,160,32.0,2
U1323,18-25,Female,Delhi,Delhi,Premium,2025-06-13,12,496,41.33,8
U1324,36-45,Male,Mumbai,Maharashtra,Free,2026-01-14,2,64,32.0,2
U1325,26-35,Male,Kochi,Kerala,Free,2025-07-18,16,670,41.88,9
U1326,26-35,Male,Lucknow,Uttar Pradesh,VIP,2025-12-23,0,0,0.0,0
U1327,18-25,Male,Bengaluru,Karnataka,Premium,2025-07-17,1,12,12.0,0
U1328,26-35,Male,Mumbai,Maharashtra,VIP,2025-08-18,7,232,33.14,3
U1329,26-35,Female,Mumbai,Maharashtra,Free,2025-09-23,9,196,21.78,2
U1330,18-25,Female,Bengaluru,Karnataka,Premium,2025-08-10,14,479,34.21,7
U1331,26-35,Female,Mumbai,Maharashtra,VIP,2025-09-12,29,1043,35.97,13
U1332,18-25,Female,Hyderabad,Telangana,Premium,2025-07-07,8,323,40.38,4
U1333,36-45,Female,Bengaluru,Karnataka,Free,2025-07-31,11,313,28.45,5
U1334,36-45,Male,Bengaluru,Karnataka,VIP,2025-11-02,6,235,39.17,1
U1335,18-25,Male,Bengaluru,Karnataka,Free,2025-06-20,5,134,26.8,2
U1336,26-35,Female,Bengaluru,Karnataka,VIP,2025-08-03,9,266,29.56,2
U1337,46+,Male,Delhi,Delhi,VIP,2026-01-20,6,195,32.5,3
U1338,26-35,Male,Delhi,Delhi,Free,2025-11-04,8,304,38.0,3
U1339,18-25,Female,Chennai,Tamil Nadu,Free,2026-01-05,28,1254,44.79,12
U1340,18-25,Male,Kolkata,West Bengal,Premium,2025-12-25,18,741,41.17,12
U1341,26-35,Female,Delhi,Delhi,Free,2025-06-17,3,107,35.67,2
U1342,26-35,Male,Delhi,Delhi,Free,2025-11-29,5,143,28.6,2
U1343,46+,Female,Pune,Maharashtra,VIP,2025-07-02,5,123,24.6,1
U1344,46+,Female,Delhi,Delhi,VIP,2025-09-01,18,627,34.83,10
U1345,26-35,Male,Pune,Maharashtra,VIP,2025-11-04,23,1169,50.83,10
U1346,36-45,Male,Bengaluru,Karnataka,VIP,2025-10-01,5,236,47.2,2
U1347,26-35,Female,Ahmedabad,Gujarat,Free,2025-08-21,3,189,63.0,2
U1348,26-35,Male,Kolkata,West Bengal,Free,2026-01-11,5,249,49.8,4
U1349,36-45,Female,Hyderabad,Telangana,VIP,2025-07-04,4,180,45.0,1
U1350,26-35,Female,Mumbai,Maharashtra,Free,2025-07-10,3,101,33.67,0
U1351,18-25,Male,Lucknow,Uttar Pradesh,Free,2026-01-27,3,46,15.33,0
U1352,26-35,Male,Mumbai,Maharashtra,Free,2025-10-20,4,125,31.25,0
U1353,18-25,Female,Hyderabad,Telangana,Free,2025-11-12,6,171,28.5,4
U1354,18-25,Female,Mumbai,Maharashtra,VIP,2025-12-02,1,44,44.0,0
U1355,46+,Male,Lucknow,Uttar Pradesh,Free,2026-01-08,19,526,27.68,10
U1356,18-25,Male,Hyderabad,Telangana,VIP,2025-11-14,19,611,32.16,5
U1357,18-25,Female,Hyderabad,Telangana,Free,2026-01-14,23,805,35.0,8
U1358,26-35,Male,Kochi,Kerala,VIP,2025-12-24,3,189,63.0,3
U1359,36-45,Male,Bengaluru,Karnataka,VIP,2025-07-11,2,48,24.0,0
U1360,26-35,Male,Delhi,Delhi,VIP,2025-08-20,7,315,45.0,3
U1361,36-45,Male,Patna,Bihar,Free,2025-09-11,12,480,40.0,5
U1362,18-25,Male,Chennai,Tamil Nadu,Free,2025-09-28,19,569,29.95,7
U1363,18-25,Male,Mumbai,Maharashtra,Free,2025-09-07,7,258,36.86,3
U1364,36-45,Male,Kochi,Kerala,Premium,2025-12-26,4,161,40.25,3
U1365,18-25,Female,Delhi,Delhi,VIP,2025-10-06,12,491,40.92,3
U1366,46+,Male,Jaipur,Rajasthan,VIP,2025-06-24,31,948,30.58,12
U1367,46+,Male,Kochi,Kerala,Free,2025-08-30,5,302,60.4,2
U1368,18-25,Male,Hyderabad,Telangana,Premium,2025-11-20,3,167,55.67,2
U1369,26-35,Female,Ahmedabad,Gujarat,Free,2026-01-12,3,97,32.33,2
U1370,18-25,Male,Bengaluru,Karnataka,Free,2025-06-14,6,227,37.83,2
U1371,26-35,Male,Chennai,Tamil Nadu,Free,2025-10-08,5,147,29.4,2
U1372,26-35,Female,Ahmedabad,Gujarat,VIP,2025-11-04,5,231,46.2,2
U1373,18-25,Female,Bengaluru,Karnataka,VIP,2025-08-26,7,170,24.29,3
U1374,26-35,Male,Mumbai,Maharashtra,VIP,2025-09-11,26,1123,43.19,10
U1375,26-35,Male,Mumbai,Maharashtra,Free,2025-09-30,1,42,42.0,1
U1376,26-35,Male,Jaipur,Rajasthan,Free,2026-01-25,24,915,38.13,7
U1377,26-35,Male,Patna,Bihar,VIP,2025-08-16,2,107,53.5,0
U1378,26-35,Male,Chennai,Tamil Nadu,VIP,2025-10-23,11,495,45.0,7
U1379,18-25,Female,Bengaluru,Karnataka,VIP,2025-09-15,25,1108,44.32,14
U1380,26-35,Female,Kolkata,West Bengal,VIP,2025-06-07,7,299,42.71,4
U1381,26-35,Male,Hyderabad,Telangana,Premium,2025-10-27,11,319,29.0,6
U1382,26-35,Female,Hyderabad,Telangana,Free,2025-11-09,8,207,25.88,3
U1383,26-35,Female,Bengaluru,Karnataka,Premium,2025-08-02,5,274,54.8,4
U1384,18-25,Female,Mumbai,Maharashtra,Free,2025-08-20,0,0,0.0,0
U1385,26-35,Male,Delhi,Delhi,VIP,2025-11-04,8,411,51.38,5
U1386,46+,Female,Kolkata,West Bengal,Free,2025-07-06,28,1454,51.93,14
U1387,26-35,Female,Patna,Bihar,VIP,2025-09-05,8,418,52.25,5
U1388,18-25,Male,Lucknow,Uttar Pradesh,Free,2025-08-30,3,106,35.33,0
U1389,26-35,Female,Kolkata,West Bengal,Premium,2025-08-07,6,288,48.0,4
U1390,26-35,Male,Delhi,Delhi,VIP,2025-07-28,4,89,22.25,2
U1391,46+,Other,Pune,Maharashtra,VIP,2025-11-24,27,1473,54.56,18
U1392,26-35,Male,Bengaluru,Karnataka,Premium,2025-12-21,1,79,79.0,1
U1393,26-35,Male,Chennai,Tamil Nadu,VIP,2026-01-16,2,44,22.0,1
U1394,46+,Female,Kochi,Kerala,Premium,2025-08-14,10,314,31.4,7
U1395,18-25,Female,Mumbai,Maharashtra,Premium,2025-11-15,7,227,32.43,3
U1396,18-25,Male,Delhi,Delhi,VIP,2026-01-25,6,193,32.17,2
U1397,26-35,Male,Mumbai,Maharashtra,VIP,2025-08-01,4,122,30.5,1
U1398,18-25,Female,Chennai,Tamil Nadu,VIP,2025-06-14,3,108,36.0,1
U1399,18-25,Male,Bengaluru,Karnataka,VIP,2025-07-06,6,154,25.67,2
U1400,18-25,Female,Lucknow,Uttar Pradesh,Free,2026-01-26,24,1181,49.21,9
U1401,36-45,Male,Hyderabad,Telangana,VIP,2025-08-13,29,941,32.45,16
U1402,18-25,Female,Jaipur,Rajasthan,Free,2025-10-25,5,195,39.0,3
U1403,18-25,Female,Ahmedabad,Gujarat,Free,2026-01-22,3,75,25.0,0
U1404,18-25,Female,Mumbai,Maharashtra,Premium,2026-01-01,3,51,17.0,1
U1405,18-25,Male,Lucknow,Uttar Pradesh,Premium,2026-01-24,12,636,53.0,7
U1406,18-25,Male,Delhi,Delhi,VIP,2026-01-24,7,188,26.86,3
U1407,46+,Male,Patna,Bihar,VIP,2025-10-05,8,304,38.0,6
U1408,36-45,Male,Chennai,Tamil Nadu,Free,2025-12-25,9,362,40.22,9
U1409,18-25,Male,Bengaluru,Karnataka,Free,2025-07-18,12,377,31.42,7
U1410,18-25,Male,Delhi,Delhi,VIP,2025-07-20,4,121,30.25,1
U1411,18-25,Female,Jaipur,Rajasthan,Premium,2025-10-10,3,37,12.33,1
U1412,18-25,Male,Mumbai,Maharashtra,Premium,2025-10-01,12,382,31.83,6
U1413,18-25,Male,Delhi,Delhi,Free,2025-12-10,8,376,47.0,4
U1414,18-25,Male,Hyderabad,Telangana,VIP,2025-08-06,3,136,45.33,2
U1415,26-35,Female,Mumbai,Maharashtra,Free,2025-08-18,12,446,37.17,4
U1416,18-25,Female,Lucknow,Uttar Pradesh,Premium,2025-12-15,7,343,49.0,6
U1417,18-25,Male,Lucknow,Uttar Pradesh,Free,2025-11-05,1,26,26.0,0
U1418,18-25,Female,Bengaluru,Karnataka,VIP,2025-11-03,7,342,48.86,4
U1419,18-25,Female,Lucknow,Uttar Pradesh,VIP,2025-12-23,5,146,29.2,2
U1420,26-35,Male,Delhi,Delhi,VIP,2026-01-10,6,284,47.33,4
U1421,36-45,Female,Chennai,Tamil Nadu,Free,2026-01-21,2,102,51.0,1
U1422,26-35,Male,Chennai,Tamil Nadu,VIP,2025-10-25,8,320,40.0,4
U1423,26-35,Male,Ahmedabad,Gujarat,Free,2025-11-22,1,4,4.0,0
U1424,18-25,Female,Mumbai,Maharashtra,VIP,2025-12-25,13,613,47.15,9
U1425,18-25,Male,Bengaluru,Karnataka,VIP,2025-10-22,19,1011,53.21,12
U1426,26-35,Female,Kolkata,West Bengal,Free,2025-12-27,26,1163,44.73,15
U1427,18-25,Male,Mumbai,Maharashtra,Free,2025-11-27,6,80,13.33,0
U1428,18-25,Other,Lucknow,Uttar Pradesh,Free,2026-01-26,8,189,23.63,2
U1429,26-35,Male,Mumbai,Maharashtra,Free,2025-11-12,19,573,30.16,6
U1430,46+,Female,Bengaluru,Karnataka,Premium,2025-09-06,28,999,35.68,13
U1431,26-35,Female,Bengaluru,Karnataka,Free,2025-11-17,4,104,26.0,1
U1432,36-45,Male,Ahmedabad,Gujarat,Free,2025-10-16,29,773,26.66,9
U1433,18-25,Male,Kochi,Kerala,Premium,2025-12-11,8,290,36.25,2
U1434,18-25,Male,Hyderabad,Telangana,VIP,2025-10-15,10,487,48.7,4
U1435,18-25,Male,Bengaluru,Karnataka,Free,2025-07-19,14,414,29.57,4
U1436,46+,Female,Mumbai,Maharashtra,Premium,2025-09-16,10,244,24.4,5
U1437,26-35,Female,Jaipur,Rajasthan,Free,2025-06-18,5,216,43.2,3
U1438,18-25,Male,Hyderabad,Telangana,VIP,2025-06-13,11,404,36.73,1
U1439,18-25,Male,Bengaluru,Karnataka,VIP,2025-12-11,2,97,48.5,1
U1440,36-45,Male,Chennai,Tamil Nadu,Free,2025-12-26,4,367,91.75,3
U1441,46+,Female,Chennai,Tamil Nadu,VIP,2025-12-27,10,404,40.4,7
U1442,18-25,Male,Mumbai,Maharashtra,VIP,2025-07-27,12,409,34.08,5
U1443,26-35,Male,Chennai,Tamil Nadu,VIP,2025-12-06,11,295,26.82,4
U1444,46+,Female,Bengaluru,Karnataka,VIP,2025-08-28,30,935,31.17,14
U1445,46+,Female,Pune,Maharashtra,Free,2025-09-15,14,613,43.79,6
U1446,26-35,Male,Delhi,Delhi,VIP,2025-08-01,6,321,53.5,3
U1447,36-45,Male,Kolkata,West Bengal,Premium,2026-01-21,7,278,39.71,5
U1448,18-25,Male,Bengaluru,Karnataka,VIP,2025-09-08,13,557,42.85,7
U1449,18-25,Male,Hyderabad,Telangana,Premium,2026-01-03,8,462,57.75,5
U1450,18-25,Female,Ahmedabad,Gujarat,Free,2025-09-05,35,919,26.26,10
U1451,26-35,Female,Jaipur,Rajasthan,Free,2025-12-12,2,68,34.0,1
U1452,26-35,Female,Delhi,Delhi,Free,2026-01-19,2,46,23.0,0
U1453,18-25,Female,Mumbai,Maharashtra,Premium,2025-12-07,5,354,70.8,3
U1454,18-25,Other,Bengaluru,Karnataka,Free,2025-11-02,13,459,35.31,4
U1455,26-35,Male,Delhi,Delhi,Free,2025-08-12,10,419,41.9,4
U1456,18-25,Female,Bengaluru,Karnataka,Free,2025-10-10,5,126,25.2,1
U1457,36-45,Male,Pune,Maharashtra,VIP,2025-12-12,9,268,29.78,4
U1458,36-45,Female,Bengaluru,Karnataka,Free,2025-10-23,3,72,24.0,2
U1459,36-45,Female,Mumbai,Maharashtra,VIP,2025-10-28,7,261,37.29,4
U1460,26-35,Male,Mumbai,Maharashtra,Free,2025-09-06,10,502,50.2,4
U1461,26-35,Male,Chennai,Tamil Nadu,Premium,2025-08-26,31,1205,38.87,13
U1462,18-25,Female,Kochi,Kerala,VIP,2025-10-04,6,141,23.5,2
U1463,26-35,Female,Bengaluru,Karnataka,Free,2025-10-18,13,440,33.85,7
U1464,26-35,Female,Chennai,Tamil Nadu,VIP,2025-06-16,8,289,36.13,5
U1465,26-35,Female,Mumbai,Maharashtra,Premium,2025-06-13,29,1220,42.07,17
U1466,36-45,Male,Ahmedabad,Gujarat,Free,2025-11-29,22,896,40.73,12
U1467,18-25,Male,Bengaluru,Karnataka,Free,2025-11-11,24,931,38.79,10
U1468,26-35,Female,Chennai,Tamil Nadu,VIP,2025-06-02,5,138,27.6,3
U1469,26-35,Male,Mumbai,Maharashtra,VIP,2025-10-16,36,1305,36.25,16
U1470,46+,Male,Pune,Maharashtra,VIP,2025-12-24,4,136,34.0,2
U1471,46+,Male,Lucknow,Uttar Pradesh,VIP,2025-08-01,21,881,41.95,11
U1472,18-25,Female,Pune,Maharashtra,Free,2025-09-10,5,245,49.0,3
U1473,18-25,Female,Bengaluru,Karnataka,Free,2025-11-26,6,188,31.33,3
U1474,18-25,Female,Ahmedabad,Gujarat,VIP,2026-01-06,5,244,48.8,4
U1475,26-35,Male,Bengaluru,Karnataka,Free,2025-09-30,5,303,60.6,4
U1476,18-25,Male,Mumbai,Maharashtra,VIP,2025-09-20,6,90,15.0,1
U1477,26-35,Male,Kochi,Kerala,Premium,2026-01-16,6,248,41.33,3
U1478,26-35,Male,Delhi,Delhi,Premium,2026-01-14,5,193,38.6,3
U1479,26-35,Male,Lucknow,Uttar Pradesh,VIP,2025-08-11,10,418,41.8,6
U1480,36-45,Female,Mumbai,Maharashtra,Premium,2025-08-20,7,216,30.86,4
U1481,18-25,Male,Mumbai,Maharashtra,Premium,2025-12-28,5,204,40.8,4
U1482,18-25,Male,Mumbai,Maharashtra,Free,2025-12-31,9,266,29.56,5
U1483,36-45,Female,Chennai,Tamil Nadu,Free,2025-12-07,15,724,48.27,5
U1484,18-25,Other,Kolkata,West Bengal,VIP,2025-08-28,1,49,49.0,1
U1485,18-25,Male,Ahmedabad,Gujarat,Free,2025-12-14,6,176,29.33,3
U1486,26-35,Female,Kochi,Kerala,Free,2025-11-10,8,397,49.63,5
U1487,18-25,Other,Chennai,Tamil Nadu,Free,2026-01-27,10,179,17.9,1
U1488,18-25,Male,Hyderabad,Telangana,Free,2025-12-15,3,67,22.33,1
U1489,26-35,Female,Kolkata,West Bengal,Free,2025-07-10,4,176,44.0,2
U1490,18-25,Female,Mumbai,Maharashtra,Free,2025-09-01,5,223,44.6,2
U1491,18-25,Male,Delhi,Delhi,Free,2025-08-09,6,270,45.0,3
U1492,18-25,Male,Bengaluru,Karnataka,VIP,2025-10-10,9,237,26.33,4
U1493,26-35,Male,Bengaluru,Karnataka,Free,2025-11-01,3,174,58.0,2
U1494,36-45,Female,Mumbai,Maharashtra,Free,2025-12-17,9,207,23.0,2
U1495,18-25,Female,Jaipur,Rajasthan,Premium,2025-10-25,14,356,25.43,5
U1496,26-35,Female,Mumbai,Maharashtra,Free,2025-08-08,4,59,14.75,1
U1497,26-35,Male,Bengaluru,Karnataka,Free,2025-10-02,6,267,44.5,1
U1498,36-45,Male,Lucknow,Uttar Pradesh,VIP,2025-10-05,5,226,45.2,3
U1499,26-35,Male,Mumbai,Maharashtra,Free,2025-09-10,7,194,27.71,4
U1500,18-25,Female,Pune,Maharashtra,Free,2025-08-25,2,57,28.5,1
U1501,26-35,Female,Hyderabad,Telangana,VIP,2025-08-16,8,160,20.0,3
U1502,18-25,Female,Delhi,Delhi,Free,2025-09-10,15,844,56.27,7
U1503,46+,Male,Kolkata,West Bengal,VIP,2025-10-26,5,158,31.6,4
U1504,36-45,Male,Delhi,Delhi,VIP,2025-09-02,28,1229,43.89,16
U1505,18-25,Female,Hyderabad,Telangana,VIP,2025-11-22,10,543,54.3,6
U1506,36-45,Male,Kolkata,West Bengal,Premium,2025-07-24,23,715,31.09,9
U1507,26-35,Male,Kolkata,West Bengal,Premium,2025-12-21,19,882,46.42,6
U1508,36-45,Female,Mumbai,Maharashtra,Free,2025-08-04,3,213,71.0,2
U1509,26-35,Female,Pune,Maharashtra,Free,2025-11-01,14,710,50.71,7
U1510,26-35,Male,Chennai,Tamil Nadu,Premium,2025-11-25,5,158,31.6,3
U1511,26-35,Male,Kochi,Kerala,VIP,2025-12-25,9,270,30.0,4
U1512,26-35,Female,Mumbai,Maharashtra,VIP,2025-11-16,28,985,35.18,14
U1513,26-35,Male,Hyderabad,Telangana,VIP,2025-11-13,3,176,58.67,2
U1514,26-35,Male,Kolkata,West Bengal,Premium,2025-09-19,16,602,37.63,8
U1515,18-25,Male,Delhi,Delhi,VIP,2025-10-21,5,78,15.6,2
U1516,26-35,Female,Bengaluru,Karnataka,Free,2025-12-15,4,148,37.0,2
U1517,26-35,Female,Mumbai,Maharashtra,Premium,2025-10-02,6,193,32.17,1
U1518,18-25,Male,Kochi,Kerala,Free,2026-01-27,8,259,32.38,4
U1519,26-35,Male,Bengaluru,Karnataka,VIP,2025-10-12,15,531,35.4,10
U1520,26-35,Male,Bengaluru,Karnataka,VIP,2025-08-21,9,283,31.44,5
U1521,18-25,Male,Kolkata,West Bengal,Free,2025-08-27,11,363,33.0,4
U1522,26-35,Female,Mumbai,Maharashtra,Premium,2025-08-02,4,204,51.0,2
U1523,26-35,Female,Delhi,Delhi,Free,2025-09-27,17,489,28.76,8
U1524,18-25,Male,Delhi,Delhi,VIP,2025-09-19,3,97,32.33,2
U1525,18-25,Female,Jaipur,Rajasthan,Free,2025-09-18,7,218,31.14,2
U1526,18-25,Female,Delhi,Delhi,VIP,2025-12-25,4,149,37.25,2
U1527,36-45,Female,Pune,Maharashtra,VIP,2025-09-02,11,291,26.45,5
U1528,18-25,Male,Delhi,Delhi,Premium,2025-10-14,4,224,56.0,3
U1529,46+,Male,Bengaluru,Karnataka,Free,2025-06-30,6,314,52.33,3
U1530,18-25,Female,Hyderabad,Telangana,Premium,2025-11-28,11,557,50.64,6
U1531,36-45,Female,Hyderabad,Telangana,VIP,2025-08-20,6,115,19.17,2
U1532,18-25,Male,Delhi,Delhi,VIP,2025-10-09,4,119,29.75,3
U1533,18-25,Female,Chennai,Tamil Nadu,Free,2025-10-03,6,109,18.17,1
U1534,26-35,Female,Hyderabad,Telangana,Premium,2025-10-21,4,159,39.75,4
U1535,18-25,Male,Delhi,Delhi,Premium,2025-11-06,7,222,31.71,4
U1536,18-25,Male,Mumbai,Maharashtra,Free,2025-12-26,26,885,34.04,10
U1537,18-25,Female,Hyderabad,Telangana,Free,2025-10-04,13,513,39.46,5
U1538,26-35,Female,Chennai,Tamil Nadu,Free,2025-06-08,22,678,30.82,11
U1539,36-45,Male,Mumbai,Maharashtra,Free,2025-08-13,1,26,26.0,0
U1540,18-25,Male,Kolkata,West Bengal,VIP,2025-10-19,14,570,40.71,4
U1541,26-35,Female,Delhi,Delhi,VIP,2025-09-02,10,503,50.3,5
U1542,26-35,Female,Pune,Maharashtra,Free,2025-07-26,8,228,28.5,2
U1543,46+,Male,Ahmedabad,Gujarat,VIP,2025-08-16,0,0,0.0,0
U1544,36-45,Male,Delhi,Delhi,Premium,2025-06-23,20,635,31.75,10
U1545,26-35,Other,Pune,Maharashtra,Free,2025-12-25,16,472,29.5,7
U1546,26-35,Female,Ahmedabad,Gujarat,VIP,2025-09-18,1,20,20.0,0
U1547,18-25,Male,Delhi,Delhi,Free,2025-06-16,2,62,31.0,0
U1548,26-35,Female,Hyderabad,Telangana,Free,2025-11-28,4,268,67.0,3
U1549,18-25,Female,Kochi,Kerala,VIP,2026-01-17,6,237,39.5,2
U1550,26-35,Male,Kochi,Kerala,VIP,2026-01-22,12,541,45.08,8
U1551,18-25,Male,Hyderabad,Telangana,VIP,2025-07-04,8,170,21.25,3
U1552,18-25,Female,Ahmedabad,Gujarat,VIP,2025-11-21,3,52,17.33,1
U1553,18-25,Male,Hyderabad,Telangana,VIP,2025-09-05,28,1387,49.54,10
U1554,26-35,Female,Jaipur,Rajasthan,Free,2025-10-10,27,1140,42.22,10
U1555,26-35,Female,Jaipur,Rajasthan,VIP,2025-10-03,5,127,25.4,1
U1556,18-25,Male,Pune,Maharashtra,VIP,2025-12-05,14,664,47.43,8
U1557,46+,Female,Kolkata,West Bengal,Premium,2025-12-21,5,190,38.0,3
U1558,26-35,Male,Bengaluru,Karnataka,Free,2025-08-08,22,551,25.05,5
U1559,18-25,Male,Chennai,Tamil Nadu,Free,2026-01-05,4,120,30.0,2
U1560,26-35,Male,Kolkata,West Bengal,Free,2025-06-26,30,985,32.83,13
U1561,26-35,Female,Mumbai,Maharashtra,Premium,2025-07-11,15,307,20.47,2
U1562,26-35,Male,Kochi,Kerala,Free,2025-11-24,14,427,30.5,5
U1563,46+,Female,Delhi,Delhi,Premium,2026-01-11,7,241,34.43,5
U1564,18-25,Female,Delhi,Delhi,Free,2026-01-18,3,42,14.0,0
U1565,26-35,Male,Hyderabad,Telangana,VIP,2025-12-11,7,144,20.57,2
U1566,18-25,Female,Kolkata,West Bengal,Free,2025-10-01,28,675,24.11,10
U1567,18-25,Female,Chennai,Tamil Nadu,Free,2025-06-03,5,253,50.6,3
U1568,26-35,Female,Patna,Bihar,Free,2025-07-04,5,352,70.4,3
U1569,26-35,Male,Mumbai,Maharashtra,Premium,2025-06-27,13,484,37.23,8
U1570,18-25,Female,Mumbai,Maharashtra,VIP,2025-12-10,21,1025,48.81,14
U1571,36-45,Female,Hyderabad,Telangana,Free,2025-10-23,13,418,32.15,6
U1572,18-25,Female,Bengaluru,Karnataka,VIP,2025-11-08,4,81,20.25,2
U1573,26-35,Female,Hyderabad,Telangana,Free,2025-07-26,5,111,22.2,2
U1574,18-25,Male,Kolkata,West Bengal,VIP,2025-09-07,11,236,21.45,3
U1575,18-25,Male,Pune,Maharashtra,Free,2025-11-13,3,218,72.67,3
U1576,18-25,Female,Hyderabad,Telangana,VIP,2025-12-17,7,270,38.57,3
U1577,46+,Male,Ahmedabad,Gujarat,Premium,2025-07-23,6,224,37.33,2
U1578,26-35,Male,Kolkata,West Bengal,Free,2025-06-14,4,141,35.25,3
U1579,36-45,Female,Delhi,Delhi,Free,2025-08-01,23,876,38.09,11
U1580,26-35,Female,Chennai,Tamil Nadu,Premium,2025-09-01,3,125,41.67,3
U1581,46+,Male,Ahmedabad,Gujarat,VIP,2025-09-02,18,815,45.28,9
U1582,26-35,Male,Bengaluru,Karnataka,Premium,2025-06-19,5,181,36.2,1
U1583,18-25,Male,Delhi,Delhi,Free,2025-06-16,15,585,39.0,6
U1584,46+,Male,Delhi,Delhi,VIP,2025-12-14,6,195,32.5,2
U1585,26-35,Female,Mumbai,Maharashtra,VIP,2025-11-05,6,126,21.0,1
U1586,18-25,Male,Mumbai,Maharashtra,Premium,2025-12-24,14,616,44.0,6
U1587,18-25,Male,Hyderabad,Telangana,VIP,2025-11-14,15,435,29.0,7
U1588,26-35,Male,Kolkata,West Bengal,VIP,2026-01-03,26,872,33.54,11
U1589,18-25,Male,Lucknow,Uttar Pradesh,Free,2025-11-04,12,491,40.92,6
U1590,26-35,Male,Kolkata,West Bengal,VIP,2025-07-01,6,174,29.0,3
U1591,18-25,Male,Mumbai,Maharashtra,VIP,2025-08-28,7,229,32.71,3
U1592,26-35,Female,Kolkata,West Bengal,Free,2025-07-03,8,186,23.25,2
U1593,26-35,Female,Kolkata,West Bengal,Free,2026-01-17,15,612,40.8,7
U1594,18-25,Female,Delhi,Delhi,Free,2025-11-30,28,803,28.68,13
U1595,46+,Female,Chennai,Tamil Nadu,VIP,2025-06-15,12,288,24.0,5
U1596,26-35,Female,Bengaluru,Karnataka,Free,2025-06-27,6,135,22.5,2
U1597,36-45,Female,Mumbai,Maharashtra,VIP,2025-06-01,30,878,29.27,10
U1598,18-25,Female,Delhi,Delhi,VIP,2025-09-07,9,391,43.44,5
U1599,46+,Male,Kochi,Kerala,Free,2025-12-23,3,108,36.0,2
U1600,46+,Female,Bengaluru,Karnataka,Free,2025-09-15,21,783,37.29,8
U1601,46+,Male,Ahmedabad,Gujarat,VIP,2025-07-01,4,97,24.25,1
U1602,26-35,Female,Mumbai,Maharashtra,Premium,2025-06-12,33,1470,44.55,21
U1603,46+,Male,Bengaluru,Karnataka,Free,2026-01-03,7,369,52.71,4
U1604,18-25,Male,Bengaluru,Karnataka,Free,2025-08-14,5,132,26.4,1
U1605,26-35,Male,Hyderabad,Telangana,VIP,2025-10-30,3,169,56.33,1
U1606,46+,Other,Pune,Maharashtra,VIP,2025-10-18,2,56,28.0,1
U1607,36-45,Male,Mumbai,Maharashtra,Free,2025-07-30,7,242,34.57,4
U1608,26-35,Female,Kolkata,West Bengal,Free,2025-08-25,6,136,22.67,2
U1609,18-25,Female,Ahmedabad,Gujarat,VIP,2025-06-27,10,349,34.9,5
U1610,18-25,Other,Bengaluru,Karnataka,Premium,2025-07-07,25,1087,43.48,16
U1611,26-35,Male,Lucknow,Uttar Pradesh,Premium,2025-10-12,5,233,46.6,2
U1612,26-35,Female,Bengaluru,Karnataka,VIP,2025-10-27,10,419,41.9,5
U1613,18-25,Male,Pune,Maharashtra,Free,2025-10-24,3,47,15.67,1
U1614,18-25,Female,Mumbai,Maharashtra,Free,2026-01-04,5,304,60.8,2
U1615,18-25,Female,Kolkata,West Bengal,VIP,2025-08-21,16,655,40.94,7
U1616,26-35,Male,Lucknow,Uttar Pradesh,Free,2025-12-15,4,218,54.5,2
U1617,26-35,Male,Mumbai,Maharashtra,VIP,2025-09-13,3,180,60.0,1
U1618,18-25,Male,Pune,Maharashtra,VIP,2025-09-27,6,189,31.5,3
U1619,18-25,Male,Mumbai,Maharashtra,VIP,2025-12-29,2,42,21.0,1
U1620,26-35,Female,Delhi,Delhi,Premium,2025-07-08,20,736,36.8,9
U1621,18-25,Male,Bengaluru,Karnataka,VIP,2025-11-21,32,1232,38.5,15
U1622,18-25,Female,Mumbai,Maharashtra,Premium,2026-01-05,6,219,36.5,3
U1623,26-35,Female,Delhi,Delhi,VIP,2025-12-23,14,358,25.57,5
U1624,36-45,Male,Mumbai,Maharashtra,VIP,2025-07-27,3,69,23.0,2
U1625,18-25,Female,Bengaluru,Karnataka,VIP,2025-11-13,9,385,42.78,7
U1626,18-25,Female,Lucknow,Uttar Pradesh,Free,2025-06-17,4,162,40.5,4
U1627,18-25,Female,Pune,Maharashtra,Free,2026-01-03,13,558,42.92,5
U1628,36-45,Male,Mumbai,Maharashtra,VIP,2025-07-14,15,551,36.73,7
U1629,46+,Male,Kolkata,West Bengal,VIP,2025-09-06,5,284,56.8,3
U1630,26-35,Male,Delhi,Delhi,Free,2025-08-11,4,151,37.75,0
U1631,26-35,Male,Hyderabad,Telangana,VIP,2025-11-13,5,88,17.6,3
U1632,18-25,Male,Chennai,Tamil Nadu,Free,2025-08-11,25,919,36.76,12
